性别,年龄,是否有驾照,所在地区,是否此前购买过车险,车龄,车辆是否发生过事故,年保费,购买渠道,距离上次沟通时间间隔,label
0,51,1,46,1,1,0,34621,124,281,0
1,27,1,34,0,0,1,27013,152,203,0
0,27,1,31,1,0,1,2630,152,243,0
0,21,1,39,0,0,1,34462,152,44,0
0,64,1,28,0,1,1,2630,157,17,0
0,23,1,8,1,0,1,37432,152,248,0
0,28,1,6,1,0,0,23966,152,74,0
0,62,1,45,1,1,0,29341,26,212,0
0,45,1,35,0,1,1,20293,124,27,0
1,33,1,15,1,0,0,36296,152,175,0
0,36,1,29,0,1,1,38765,124,64,0
1,45,1,28,0,2,1,63470,122,168,0
1,49,1,30,1,1,0,27822,152,287,0
1,63,1,48,0,1,1,2630,122,147,0
0,44,1,28,1,1,0,46114,124,220,0
0,25,1,6,1,0,0,2630,26,190,0
1,23,1,37,0,0,1,43357,26,245,0
1,48,1,28,1,1,0,49095,26,194,0
0,35,1,28,0,1,1,39925,26,107,0
0,52,1,46,0,1,1,31960,124,238,0
1,25,1,29,1,0,0,18994,152,183,0
0,53,1,28,0,1,1,21192,13,277,0
1,21,1,37,0,0,1,23434,152,141,0
0,51,1,7,0,1,1,27201,124,203,0
1,20,1,8,1,0,0,35510,160,48,0
0,31,1,28,1,0,0,45732,152,79,0
0,42,1,41,0,1,0,20677,154,257,0
1,23,1,41,1,0,0,39478,152,135,0
1,54,1,28,0,1,1,52418,26,260,0
1,24,1,2,0,0,0,2630,152,189,0
1,25,1,28,1,0,0,54791,152,145,0
0,44,1,20,0,1,1,2630,124,240,0
1,68,1,5,0,1,1,21631,26,79,0
0,29,1,16,1,0,0,33435,160,130,0
1,33,1,41,0,1,1,31657,155,132,0
0,46,1,19,0,1,1,48311,31,111,0
0,50,1,33,1,1,0,49932,124,253,0
1,24,1,8,1,0,0,28426,152,249,0
0,23,1,35,0,0,0,24962,152,28,0
0,22,1,46,1,0,0,38586,160,256,0
1,30,1,36,1,0,0,29061,152,34,0
1,33,1,6,1,0,0,29540,152,70,0
1,44,1,28,0,1,1,41608,26,104,0
1,31,1,16,1,0,0,22871,152,53,0
1,70,1,33,0,1,1,35041,132,85,0
1,41,1,8,0,1,1,39132,124,275,0
1,44,1,28,0,1,1,35298,124,242,0
0,60,1,8,0,1,1,32641,26,238,0
0,46,1,28,0,2,1,45142,26,161,0
0,21,1,15,0,0,1,37609,160,15,0
1,44,1,28,0,1,1,58504,124,224,0
0,32,1,12,1,0,0,30397,152,103,0
1,31,1,46,0,1,1,2630,156,206,0
0,53,1,15,0,1,1,36550,163,225,0
0,23,1,8,1,0,0,24150,152,186,0
0,32,1,28,0,0,1,51612,152,136,0
1,40,1,28,1,1,0,28981,122,298,0
0,25,1,15,0,0,1,45346,152,229,0
1,21,1,36,1,0,0,38529,152,125,0
0,60,1,28,0,2,1,38771,26,229,0
0,26,1,25,1,0,0,20170,152,156,0
1,24,1,2,0,0,1,14160,152,227,0
1,34,1,23,0,0,0,2630,1,10,0
1,26,1,22,0,0,1,33782,152,234,0
1,24,1,14,1,0,0,36587,152,143,0
0,26,1,28,0,0,0,41312,26,128,0
0,26,1,45,1,0,0,22454,152,140,0
0,70,1,46,0,1,1,40180,155,246,0
1,57,1,32,0,1,1,34734,152,275,0
0,64,1,28,0,1,1,66902,26,175,0
1,40,1,28,0,1,1,43014,124,292,0
0,47,1,28,0,1,1,43346,26,97,0
0,38,1,11,0,1,1,34480,156,222,0
1,45,1,28,0,1,0,2630,26,247,0
1,42,1,28,0,1,1,52359,124,41,0
1,24,1,36,0,0,1,20576,152,283,0
1,74,1,28,0,1,1,37489,26,153,0
0,49,1,35,0,1,0,2630,156,226,0
0,20,1,7,1,0,0,2630,160,169,0
1,33,1,29,1,0,0,46715,152,211,0
0,39,1,18,0,1,1,32993,163,251,0
0,24,1,47,1,0,0,29950,152,269,0
1,26,1,21,1,0,0,35254,152,286,0
1,23,1,41,1,0,0,30860,152,255,0
1,20,1,28,1,0,0,61977,160,63,0
1,28,1,7,1,0,0,44436,152,79,0
0,26,1,29,1,0,0,2630,152,173,0
0,52,1,28,0,1,1,61065,122,236,0
1,26,1,11,1,0,0,29534,152,68,0
1,47,1,28,0,1,1,39451,122,233,0
1,29,1,47,0,0,1,35033,152,141,0
1,26,1,30,1,0,0,23353,152,25,0
1,20,1,15,0,0,1,35928,160,181,0
1,62,1,37,0,1,1,39481,26,144,0
0,54,1,28,0,1,1,2630,122,86,0
1,49,1,37,0,1,1,28774,124,147,0
1,60,1,47,1,1,0,34995,160,247,0
1,21,1,45,1,0,0,39108,160,217,0
0,52,1,29,1,1,1,32367,124,201,0
1,58,1,28,0,1,1,31230,4,172,0
0,31,1,47,0,0,1,44429,26,55,0
0,48,1,25,0,1,1,33035,26,43,0
0,42,1,29,0,1,1,38421,154,114,0
1,23,1,41,1,0,0,24033,152,149,0
1,57,1,33,0,1,1,32684,124,167,0
1,25,1,18,1,0,0,30013,152,257,0
1,25,1,25,1,0,0,40196,152,172,0
0,43,1,28,0,1,1,31639,26,202,0
1,25,1,50,1,0,0,23080,152,102,0
1,23,1,46,1,0,0,32121,152,130,0
1,39,1,32,1,1,0,29277,26,291,0
0,54,1,30,1,1,0,28102,124,257,0
0,40,1,15,0,1,1,2630,86,23,0
1,51,1,28,1,1,0,72544,26,262,0
0,24,1,8,1,0,0,37810,152,183,0
0,46,1,28,0,2,1,90648,124,56,0
1,24,1,6,1,0,0,18269,152,11,0
0,41,1,28,0,1,1,40962,26,66,0
1,47,1,33,0,1,1,2630,163,43,0
1,24,1,29,1,0,0,36383,152,69,0
0,29,1,46,0,1,1,34129,11,118,0
1,51,1,0,0,1,1,2630,26,101,0
0,24,1,15,1,0,0,44479,152,118,0
0,23,1,36,0,0,0,26999,152,26,0
1,53,1,28,0,1,1,35650,154,105,0
1,44,1,23,0,1,1,38062,124,235,0
1,23,1,9,1,0,0,41801,152,292,0
1,45,1,28,0,1,1,40418,26,134,0
1,22,1,46,0,0,1,23317,152,125,0
1,24,1,45,1,0,0,25167,152,127,0
0,47,1,28,0,1,1,30326,26,47,0
0,26,1,47,1,0,0,39812,152,287,0
0,39,1,18,0,1,0,38993,26,30,0
1,39,1,28,0,1,1,48737,124,24,0
1,21,1,46,0,0,1,27462,160,170,0
0,40,1,28,0,1,1,42435,26,111,0
0,21,1,34,0,0,1,32534,152,179,0
1,26,1,26,0,0,1,19168,152,193,0
0,34,1,8,1,1,0,2630,26,251,0
1,27,1,28,1,0,0,28427,152,20,0
1,77,1,28,1,1,0,53266,26,14,0
0,24,1,46,1,0,0,49161,152,38,0
1,21,1,15,0,0,1,25922,163,193,0
0,51,1,46,0,1,1,36866,124,18,0
0,64,1,41,1,1,0,28123,124,298,0
1,38,1,41,0,1,0,23709,124,255,0
1,24,1,29,1,0,0,30108,152,248,0
0,53,1,28,0,1,1,68199,26,88,0
1,25,1,21,1,0,0,28445,152,273,0
1,46,1,46,0,1,1,2630,26,261,0
1,25,1,26,1,0,0,30610,152,117,0
0,24,1,37,0,0,1,38148,151,144,0
1,47,1,28,0,2,1,43365,24,294,0
0,45,1,28,0,1,1,37866,26,154,0
1,25,1,10,1,0,0,26445,26,269,0
0,29,1,28,0,0,1,2630,158,198,0
1,38,1,28,1,1,0,53432,122,252,0
1,21,1,37,0,0,1,48012,152,97,0
0,49,1,12,0,1,1,23309,124,85,0
0,44,1,28,0,1,1,40988,124,95,0
1,43,1,28,0,1,1,70247,124,224,0
1,35,1,13,1,1,0,35843,26,143,0
1,24,1,28,0,0,0,2630,152,84,0
1,35,1,3,0,1,1,18884,156,71,0
0,23,1,29,1,0,0,26225,152,110,0
1,32,1,33,1,0,0,33606,152,14,0
0,48,1,41,0,1,1,50252,26,33,0
0,36,1,0,0,1,1,2630,152,229,0
1,25,1,28,1,0,0,38530,152,254,0
0,23,1,16,1,0,0,2630,160,217,0
0,25,1,50,1,0,0,39152,152,193,0
0,46,1,28,0,2,1,38089,124,57,0
0,23,1,17,1,0,0,67355,152,151,0
1,68,1,28,0,1,1,35797,26,113,0
0,46,1,28,0,1,1,34600,124,78,0
1,21,1,49,1,0,0,18706,160,206,0
0,49,1,28,0,1,1,46159,25,74,0
0,40,1,28,0,1,1,31851,124,147,0
1,21,1,11,1,0,0,21172,152,78,0
1,24,1,33,1,0,0,2630,152,51,0
1,28,1,47,1,0,0,32699,152,26,0
1,50,1,28,1,1,0,47517,124,179,0
1,47,1,41,0,1,1,22238,156,61,0
0,60,1,24,0,1,1,29447,124,153,0
0,26,1,8,1,0,0,33472,152,239,0
1,33,1,8,0,0,1,38118,152,34,0
0,22,1,32,1,0,0,2630,152,80,0
0,49,1,28,0,1,1,28304,13,177,0
0,59,1,28,0,1,1,38782,122,271,0
0,22,1,16,0,0,1,26611,152,41,0
0,21,1,50,0,0,1,2630,160,13,0
1,22,1,18,1,0,0,37720,152,150,0
0,22,1,41,0,0,1,31526,152,264,0
1,24,1,41,0,0,1,29032,124,23,0
0,34,1,28,0,1,1,38828,124,187,0
0,21,1,15,0,0,1,37829,160,111,0
1,23,1,14,1,0,0,27125,152,124,0
0,25,1,4,1,0,0,28631,160,233,0
1,37,1,30,1,1,0,23753,124,77,0
1,22,1,46,1,0,0,28836,152,188,0
1,22,1,28,0,0,1,59410,26,159,0
0,25,1,8,1,0,0,48363,152,194,0
1,66,1,28,0,1,1,2630,157,190,0
1,43,1,46,0,1,1,20459,124,277,0
1,21,1,27,0,0,1,35499,160,101,0
0,25,1,41,0,0,1,38778,152,278,0
1,23,1,3,0,0,1,29141,152,175,0
0,24,1,28,1,0,0,73691,152,81,0
1,23,1,20,1,0,0,2630,152,131,0
1,24,1,10,0,0,1,26336,152,59,0
0,51,1,28,0,1,1,40210,124,202,0
0,38,1,28,0,1,1,34912,124,239,0
0,22,1,46,1,0,0,28986,160,293,0
0,31,1,23,0,1,1,37953,154,25,0
0,55,1,13,0,1,1,19717,26,59,0
0,50,1,30,0,1,1,23959,31,104,0
1,28,1,33,1,0,0,2630,160,103,0
1,32,1,28,0,0,1,63254,152,258,0
1,51,1,50,0,1,1,2630,26,128,0
1,51,1,28,0,1,0,37181,122,296,0
1,29,1,21,1,0,0,26857,152,222,0
0,47,1,8,0,1,0,36913,26,152,0
1,26,1,8,0,1,1,2630,156,152,0
0,42,1,8,0,1,1,27182,124,169,0
0,30,1,47,1,0,0,39958,152,253,0
0,45,1,28,0,1,1,2630,124,222,0
0,22,1,2,1,0,0,28094,152,231,0
1,29,1,39,0,1,1,32733,26,147,0
1,24,1,28,1,0,0,41228,152,229,0
0,48,1,6,0,2,1,33404,26,115,0
1,22,1,46,1,0,0,21949,152,10,0
1,30,1,28,0,0,1,36927,124,116,0
1,44,1,12,1,1,0,2630,26,294,0
1,22,1,15,1,0,0,2630,152,278,0
1,72,1,7,1,1,0,43759,124,293,0
1,25,1,25,1,0,0,22633,152,293,0
0,50,1,28,0,1,1,43743,124,238,0
0,60,1,8,1,1,1,2630,124,286,0
1,32,1,35,1,0,0,2630,152,141,0
1,49,1,23,1,1,1,43812,26,73,0
0,43,1,28,1,1,0,26460,124,135,0
1,48,1,48,0,1,1,2630,124,159,0
0,33,1,34,0,1,1,35268,154,233,0
1,75,1,28,0,1,0,40412,124,42,0
0,57,1,28,0,2,1,65553,26,214,0
0,52,1,30,1,1,0,2630,124,278,0
1,23,1,46,1,0,0,26021,151,252,0
0,31,1,2,0,0,1,2630,1,195,0
0,24,1,29,1,0,0,31497,152,237,0
1,39,1,28,1,1,0,57922,26,65,0
1,29,1,36,1,0,0,39523,152,113,0
1,66,1,50,1,1,0,23093,18,175,0
0,26,1,41,1,0,0,55083,152,261,0
1,28,1,35,1,0,0,28737,152,140,0
1,27,1,15,1,0,0,2630,152,264,0
0,22,1,46,1,0,0,29735,152,264,0
0,43,1,14,0,1,1,2630,157,250,0
0,36,1,35,1,1,0,28319,154,76,0
0,68,1,28,1,1,0,2630,124,271,0
0,70,1,28,0,2,1,2630,26,59,0
0,20,1,33,1,0,0,2630,160,15,0
1,25,1,41,0,0,1,2630,156,209,0
1,52,1,28,1,1,0,26505,122,13,0
0,46,1,41,1,1,0,35991,26,165,0
1,43,1,36,1,1,0,33263,124,236,0
0,50,1,28,0,1,0,2630,4,146,0
0,49,1,41,0,1,1,20139,122,220,0
0,67,1,46,1,1,0,37418,26,122,0
0,26,1,8,1,0,0,24718,152,145,0
0,61,1,28,0,2,1,51857,3,196,0
0,29,1,13,0,1,1,25434,26,28,0
1,22,1,46,1,0,0,31518,152,262,0
1,35,1,28,0,1,1,29813,24,45,0
0,36,1,28,0,1,1,32660,124,184,0
0,23,1,36,1,0,0,42644,152,93,0
0,40,1,46,0,1,1,2630,156,34,0
0,37,1,30,1,1,0,40772,152,85,0
0,58,1,28,0,1,1,40838,26,132,0
0,49,1,8,0,1,1,2630,157,51,0
0,63,1,46,1,1,0,32977,124,238,0
0,38,1,28,0,1,1,31687,26,22,0
1,43,1,35,0,1,1,29893,10,167,0
0,36,1,46,1,1,1,25181,154,38,0
1,26,1,21,1,0,0,26581,152,62,0
0,40,1,41,0,1,1,19693,124,276,0
1,74,1,28,0,1,1,22458,26,198,0
0,56,1,46,0,1,0,25724,124,27,0
0,52,1,8,1,1,0,30192,124,85,0
0,22,1,30,1,0,0,30187,152,56,0
0,34,1,3,0,1,1,22828,155,141,0
0,56,1,35,1,0,0,2630,1,265,0
1,24,1,6,1,0,0,25661,152,224,0
1,36,1,28,0,1,1,53963,26,128,0
0,23,1,29,1,0,0,29770,152,61,0
1,72,1,28,0,2,1,41619,26,136,0
0,69,1,28,0,1,1,40019,26,89,0
0,44,1,13,0,1,1,23414,26,38,0
0,72,1,28,1,1,0,32460,26,237,0
1,25,1,8,1,0,0,25068,152,206,0
1,37,1,28,1,1,0,40855,124,105,0
0,25,1,37,1,0,0,44667,152,78,0
0,63,1,28,0,1,1,37642,124,295,0
0,24,1,45,1,0,1,24140,151,88,0
1,45,1,28,1,1,1,49519,26,58,0
0,21,1,13,1,0,0,29558,160,222,0
0,33,1,11,0,1,1,2630,156,176,0
0,50,1,28,0,1,1,2630,26,259,0
0,26,1,18,1,0,0,32023,152,20,0
0,23,1,28,0,0,1,60630,152,272,0
0,38,1,8,1,1,0,27246,154,114,0
0,28,1,46,1,0,0,23949,152,96,0
0,22,1,36,0,0,1,2630,160,45,0
0,66,1,28,0,1,1,41868,26,280,0
1,33,1,36,1,1,0,35603,124,24,0
1,26,1,30,1,0,0,27197,152,252,0
0,59,1,39,0,2,1,40887,26,221,0
1,20,1,9,0,0,1,38214,160,198,0
0,20,1,8,0,0,1,30806,160,247,0
0,30,1,46,0,0,1,2630,156,93,0
0,54,1,46,1,1,1,20464,26,48,0
0,29,1,26,1,0,0,25935,152,129,0
1,23,1,15,0,0,1,28106,152,74,0
1,26,1,41,1,0,0,37448,152,202,0
0,44,1,15,0,2,1,27913,124,132,0
0,27,1,15,0,0,1,33358,152,258,0
0,21,1,28,0,0,1,33660,124,148,0
1,24,1,8,0,0,1,2630,151,141,0
1,58,1,28,1,1,0,78692,124,287,0
1,24,1,8,1,0,0,46319,152,64,0
0,70,1,8,0,1,1,45529,124,147,0
1,33,1,12,1,0,0,24858,152,37,0
0,22,1,46,1,0,0,26227,152,79,0
0,59,1,33,0,1,1,34304,26,53,0
1,51,1,28,0,1,1,42310,122,290,0
0,46,1,50,1,1,0,47869,124,230,0
1,32,1,38,1,1,0,29823,124,68,0
0,74,1,47,0,1,1,2630,156,172,0
1,29,1,37,1,0,0,2630,152,140,0
0,57,1,15,0,1,1,32323,26,142,0
0,32,1,8,1,0,0,25773,124,89,0
0,29,1,11,1,0,0,24903,152,250,0
0,28,1,14,1,0,0,23615,152,81,0
1,21,1,11,1,0,0,39402,152,221,0
0,50,1,16,0,1,1,34336,26,157,0
0,23,1,8,0,0,1,41481,152,90,0
1,41,1,32,1,1,0,2630,154,74,0
1,40,1,30,1,1,0,30831,124,145,0
1,23,1,15,0,0,1,34216,26,74,0
1,61,1,48,0,1,1,2630,15,25,0
0,30,1,50,1,0,0,34365,152,146,0
1,23,1,32,1,0,0,22207,152,87,0
1,43,1,28,0,1,1,23899,26,223,0
0,38,1,10,1,1,0,35367,152,130,0
1,31,1,28,1,1,0,31895,122,92,0
0,48,1,28,0,1,1,26110,26,209,0
0,25,1,35,1,0,0,25651,152,78,0
1,47,1,28,0,1,1,49229,26,233,0
1,44,1,28,1,1,0,35248,26,212,0
0,48,1,28,0,1,1,54703,26,170,0
0,25,1,11,1,0,0,29307,152,17,0
0,26,1,28,1,0,0,45836,152,90,0
0,42,1,50,0,1,1,31634,155,146,0
1,25,1,41,1,0,0,19929,152,239,0
0,32,1,7,1,1,0,27093,26,259,0
0,72,1,28,0,1,0,68731,26,280,0
1,30,1,8,1,0,0,50443,152,54,0
1,26,1,18,0,0,1,23058,160,26,0
1,61,1,48,1,1,0,2630,120,18,0
1,32,1,34,0,0,0,33824,152,137,0
1,33,1,12,1,0,0,2630,152,187,0
0,22,1,39,1,0,0,30657,152,269,0
1,60,1,28,0,1,1,66859,26,200,0
1,24,1,36,1,0,0,51878,152,84,0
1,23,1,29,0,1,1,31265,26,39,0
0,31,1,11,1,0,0,22757,152,61,0
0,42,1,15,0,1,1,2630,156,18,0
0,51,1,29,0,1,1,2630,26,282,0
1,27,1,30,0,0,1,25288,160,67,0
0,43,1,28,0,1,1,36251,26,15,0
0,50,1,23,0,1,1,23593,26,199,0
0,44,1,28,0,1,1,43463,26,209,0
0,22,1,9,0,0,1,2630,160,283,0
0,63,1,8,0,2,1,2630,157,224,0
0,30,1,28,0,1,1,2630,154,182,0
0,20,1,33,0,0,0,2630,160,189,0
1,41,1,28,1,1,0,38714,124,276,0
1,24,1,26,1,0,0,31629,152,140,0
1,24,1,6,1,0,0,29776,152,235,0
1,43,1,36,1,1,0,27926,152,85,0
0,44,1,37,0,1,1,2630,124,83,0
1,74,1,46,0,1,0,48524,11,154,0
1,28,1,47,1,0,0,30993,152,116,0
0,65,1,46,0,1,1,2630,26,102,0
0,21,1,47,1,0,0,41167,152,147,0
1,43,1,15,1,1,0,39245,26,117,0
1,29,1,29,0,1,0,50019,156,147,0
1,44,1,28,0,1,1,37219,122,35,0
0,34,1,2,0,1,1,37537,124,166,0
1,66,1,33,1,1,0,30982,124,74,0
1,22,1,41,1,0,0,26432,152,292,0
0,20,1,51,0,0,1,2630,156,134,0
0,48,1,28,0,1,1,2630,26,78,0
1,53,1,35,1,1,0,43609,26,257,0
0,65,1,3,1,1,0,2630,158,52,0
1,72,1,8,1,1,0,48017,7,90,0
1,21,1,50,1,0,0,28240,152,205,0
0,20,1,27,0,0,1,2630,160,289,0
0,25,1,11,0,0,0,26682,152,155,0
0,46,1,28,1,1,0,32385,52,50,0
0,50,1,28,0,2,1,65056,26,145,0
0,31,1,28,1,1,0,27828,122,154,0
0,53,1,28,0,1,0,36844,124,112,0
0,44,1,8,1,1,0,42049,124,123,0
1,42,1,3,0,1,1,2630,157,230,0
0,40,1,5,0,1,1,26573,124,203,0
1,25,1,23,1,0,0,27510,152,239,0
1,23,1,21,1,0,0,23752,152,206,0
0,42,1,28,0,1,1,2630,26,235,0
1,21,1,46,1,0,0,32466,160,192,0
1,32,1,8,0,2,1,2630,26,30,0
0,32,1,28,0,1,1,36367,157,203,0
1,46,1,39,1,1,0,28780,152,276,0
1,24,1,12,1,0,0,22474,152,233,0
0,25,1,8,0,0,0,57025,151,188,0
0,27,1,20,0,1,1,2630,157,227,0
1,48,1,28,0,1,1,36495,26,202,0
1,21,1,46,1,0,0,21820,152,18,0
0,25,1,8,1,0,0,106344,152,179,0
0,22,1,28,0,1,1,51033,124,117,0
0,47,1,8,1,1,0,59667,26,143,0
1,26,1,8,1,0,0,43613,152,221,0
1,28,1,28,1,0,0,26357,152,72,0
0,56,1,28,1,1,0,29282,26,23,0
1,43,1,28,1,1,0,38484,124,264,0
0,49,1,8,1,1,1,46213,30,12,0
0,52,1,31,1,1,0,2630,124,162,0
1,40,1,28,0,1,1,53348,124,195,0
0,45,1,8,0,1,1,40917,26,210,0
0,31,1,28,1,1,0,32691,124,38,0
1,21,1,28,0,1,1,70501,26,126,0
0,26,1,8,1,0,0,28072,152,137,0
1,21,1,41,0,0,0,2630,156,16,0
1,53,1,18,0,1,1,36562,155,289,0
1,35,1,33,1,1,0,2630,160,104,0
0,27,1,41,1,1,0,39981,124,273,0
0,46,1,36,0,1,1,32874,124,283,0
0,56,1,28,0,1,1,57047,26,25,0
0,42,1,46,0,1,1,29751,154,185,0
0,21,1,28,0,1,1,36886,163,108,0
1,40,1,28,1,1,0,2630,124,134,0
0,44,1,28,0,1,1,45723,124,62,0
1,67,1,28,0,1,1,44095,124,106,0
0,55,1,3,0,2,1,49522,124,282,0
0,62,1,11,0,1,1,2630,120,31,0
1,58,1,28,0,1,1,42550,26,267,0
0,45,1,27,1,1,0,23162,152,149,0
0,24,1,17,1,0,0,28810,153,141,0
1,23,1,50,0,0,1,22298,152,255,0
0,64,1,28,0,1,1,64880,124,86,0
0,25,1,28,0,0,1,31425,152,253,0
0,38,1,3,0,1,1,35674,26,256,0
0,66,1,46,1,1,0,54217,26,215,0
0,20,1,13,0,0,1,18223,160,37,0
0,25,1,50,1,0,0,33769,152,184,0
1,23,1,15,1,0,0,40827,152,280,0
0,49,1,8,1,1,0,31491,124,112,0
1,39,1,28,0,1,1,47689,124,28,0
1,23,1,11,0,0,0,19184,152,127,0
1,41,1,28,0,1,1,37448,124,289,0
0,35,1,34,0,1,1,31631,152,250,0
1,70,1,28,1,1,0,42189,26,59,0
0,39,1,28,1,1,0,26116,124,204,0
1,79,1,52,0,1,0,2630,156,294,0
1,21,1,28,0,0,1,32094,157,272,0
0,25,1,11,0,0,1,50599,152,283,0
1,22,1,27,0,0,1,38881,152,263,0
1,23,1,15,0,0,1,35118,26,208,0
1,79,1,28,0,1,1,48647,24,173,0
0,24,1,18,1,0,0,35819,152,51,0
1,55,1,28,0,1,1,63758,26,247,0
0,30,1,46,1,0,0,26565,152,181,0
0,56,1,8,0,2,1,52852,124,265,0
1,23,1,27,0,0,1,27893,152,74,0
0,31,1,7,0,1,0,2630,156,233,0
1,63,1,28,0,2,1,42846,147,296,0
1,53,1,28,0,1,1,41661,124,189,0
0,77,1,28,1,1,0,51208,37,196,0
1,62,1,28,0,1,1,50826,124,266,0
0,58,1,50,0,1,1,21798,26,50,0
1,46,1,28,0,1,1,34706,154,179,0
1,24,1,28,0,1,1,38928,155,82,0
1,22,1,30,1,0,0,28833,152,110,0
0,58,1,28,0,2,1,52246,26,161,0
0,53,1,50,0,1,1,41807,124,52,0
0,55,1,8,0,1,1,62621,156,169,0
1,25,1,0,1,0,0,2630,152,57,0
0,37,1,46,0,1,1,2630,163,268,0
0,27,1,28,1,1,0,65866,55,71,0
0,21,1,30,0,0,1,46201,152,252,0
1,25,1,28,0,0,0,38928,152,125,0
1,70,1,8,0,1,1,48025,25,215,0
1,43,1,28,0,2,1,53047,122,238,0
0,54,1,8,0,1,1,30316,19,132,0
0,57,1,37,0,1,1,34318,26,238,0
0,38,1,41,0,1,0,47460,26,191,0
0,44,1,47,0,1,1,2630,156,113,0
1,58,1,28,0,2,1,35936,122,137,0
1,44,1,8,0,1,1,37795,124,261,0
0,43,1,33,0,1,1,28308,26,50,0
1,52,1,31,0,1,1,2630,116,169,0
1,21,1,15,0,0,0,28499,160,88,0
1,38,1,8,0,1,1,29658,156,77,0
0,24,1,37,1,0,0,41301,152,62,0
0,34,1,7,0,1,1,48740,124,17,0
1,22,1,37,1,0,0,27363,152,287,0
1,24,1,34,0,0,1,29885,152,294,0
1,30,1,41,1,0,0,22361,152,148,0
0,28,1,33,1,0,0,21620,152,83,0
0,25,1,21,1,0,0,34730,152,11,0
1,70,1,28,0,1,1,35622,124,206,0
0,46,1,50,0,1,1,35080,124,177,0
1,24,1,17,1,0,0,31854,152,129,0
1,51,1,28,1,1,0,28956,124,126,0
1,23,1,6,1,0,0,22810,152,119,0
1,72,1,8,0,1,1,42994,30,92,0
1,24,1,35,1,0,0,33539,152,224,0
0,58,1,31,0,1,1,2630,9,42,0
0,57,1,28,1,1,0,49042,26,161,0
1,21,1,8,0,0,1,35664,152,265,0
1,28,1,47,1,0,0,30669,152,21,0
1,24,1,30,1,0,0,30687,152,174,0
0,36,1,2,0,1,1,2630,160,93,0
1,56,1,28,0,1,1,52453,26,23,0
1,37,1,29,0,1,1,29618,124,121,0
0,49,1,33,0,1,1,29747,124,16,0
0,76,0,28,0,2,1,49439,25,155,0
0,30,1,30,1,1,0,40781,26,117,0
0,51,1,28,0,1,1,2630,124,235,0
0,27,1,27,1,0,0,2630,152,276,0
0,22,1,46,0,0,1,24757,152,253,0
0,40,1,28,0,1,1,27113,124,59,0
1,54,1,46,0,1,1,27363,26,169,0
0,25,1,3,1,0,0,30811,152,261,0
1,51,1,45,1,1,0,19706,154,221,0
1,43,1,7,0,1,1,34118,26,42,0
1,52,1,46,0,1,1,2630,156,215,0
0,44,1,28,0,1,1,48680,26,65,0
0,70,1,15,1,1,0,33320,14,96,0
0,41,1,28,0,1,1,2630,154,217,0
0,62,1,28,0,2,1,36506,124,24,0
0,56,1,8,0,1,1,45721,124,119,0
0,26,1,27,0,0,0,35926,152,164,0
0,48,1,28,0,1,1,26719,26,74,0
1,21,1,37,0,0,1,31988,152,135,0
0,55,1,32,0,1,1,39016,26,113,0
1,44,1,28,0,1,1,41734,26,123,0
0,68,1,33,0,1,0,32738,163,77,0
0,38,1,28,1,1,0,44430,124,123,0
0,22,1,36,1,0,0,37745,152,157,0
1,21,1,46,1,0,0,24971,160,231,0
1,22,1,32,1,0,0,31089,152,244,0
1,24,1,41,1,0,0,36902,152,184,0
1,22,1,13,1,0,0,31918,152,207,0
1,20,1,13,0,0,1,21569,160,212,0
0,24,1,29,1,0,0,39460,152,121,0
0,21,1,28,0,0,1,87401,152,126,0
0,45,1,35,0,2,1,21910,124,58,0
0,43,1,28,0,1,1,39166,37,79,0
0,33,1,3,0,0,1,34878,152,43,0
0,38,1,18,1,1,0,28507,152,228,0
1,56,1,50,1,1,0,28937,18,83,0
1,53,1,24,0,1,0,31687,124,203,0
1,24,1,33,0,0,1,2630,124,49,0
1,63,1,28,0,1,1,48114,124,78,0
1,39,1,35,1,1,0,35581,124,16,0
1,22,1,32,0,0,0,2630,160,26,0
1,64,1,28,0,1,1,2630,122,170,0
0,26,1,35,1,0,0,29545,152,168,0
0,41,1,28,0,1,1,48018,124,217,0
1,24,1,8,1,0,0,33638,152,138,0
1,36,1,3,0,1,1,2630,157,173,0
1,59,1,28,0,1,1,46743,26,61,0
1,46,1,28,0,1,1,35696,26,202,0
1,24,1,41,1,0,0,36384,152,175,0
1,53,1,8,1,1,0,61667,124,61,0
1,22,1,41,1,0,0,36435,152,157,0
1,36,1,28,1,1,0,62319,26,35,0
1,34,1,35,0,0,1,31263,26,192,0
0,72,1,28,0,1,1,53299,26,259,0
0,30,1,45,1,0,0,33725,152,245,0
0,44,1,18,0,2,1,31270,124,84,0
0,22,1,8,1,0,0,42087,152,191,0
0,29,1,28,0,0,1,38439,122,53,0
1,28,1,8,1,0,0,44329,152,271,0
1,58,1,8,1,1,0,43610,7,282,0
0,48,1,33,0,1,0,2630,124,144,0
1,20,1,25,0,0,1,2630,157,214,0
0,50,1,41,0,1,1,31641,124,111,0
1,52,1,50,1,1,0,52248,8,294,0
1,53,1,17,0,1,1,37771,124,30,0
1,22,1,8,0,0,0,32080,152,297,0
0,35,1,30,1,1,0,28850,152,38,0
0,49,1,28,1,1,0,21543,124,212,0
0,72,1,50,1,1,0,40182,26,28,0
0,37,1,31,0,1,1,2630,152,190,0
